,url,stutas,company,tel,ad1,ad2,ad3,ad4
210,"https://www.shumei-u.com/help/tradelaw
",success,マーケティングプラス株式会社名古屋営業所,052-962-4704,東京都,【本社】渋谷区,道玄坂2-10-7,新大宗ビル5号館10F
211,"https://www.xpsenmon.jp/help/tradelaw
",scraping error,株式会社クラーク,022-348-6370,,,,
212,"https://amano-saketen.com/as/html/help/tradelaw
",scraping error,有限会社富士屋商店,0422-43-4818,,,,
213,"https://hoshinosyounin.jp/help/tradelaw
",success,株式会社星の商人,027-384-4919,群馬県,前橋市,荒牧町1-22-7,
214,"https://gurimu.jp/onlineshop/help/tradelaw
",都道府県抜け,株式が嫌グリム,082-221-4976,,広島市中区,八丁堀12-15,
215,"https://mic-shushu.net/shop/help/tradelaw
",success,株式会社ミックワールド,0852-60-5015,島根県,松江市,乃木福富町274-3,
216,"https://www.hiroshima-bento.jp/help/tradelaw
",scraping error,運営責任者,,,,〒-,
217,"https://projectkt.xsrv.jp/help/tradelaw
",scraping error,21プロジェクト株式会社,03-5155-9477,,,,
218,"https://radiabody.com/help/tradelaw
",scraping error,株式会社ラディアボディ,086-466-5225,,,,
219,"https://shop.media-1st.com/help/tradelaw
",success,有限会社Gファクトリー,03-5242-6444,東京都,足立区,保塚町19-16,シャトレー保塚1階
220,"https://www.i-nakata.co.jp/shop/help/tradelaw
",success,中田木材工業株式會社,06-6685-5315,大阪府,大阪市住之江区,平林南1-4-2,
221,"https://arkace.co.jp/shop/help/tradelaw
",scraping error,,,大阪府,守口市,寺方本通1-3-23,
222,"https://floortatami.com/webshop/help/tradelaw
",scraping error,株式会社WT,0952-23-3825,,,,
223,"https://www.tagaru-online.com/help/tradelaw
",success,TEL:03-5428-6020,03-5428-6020,東京都,渋谷区,猿楽町26-2,sarugakuーe棟1階
224,"https://dogs-life.info/ec/help/tradelaw
",scraping error,代表責任者鈴木寿枝,,,,電話番号053-401-2012,
225,"https://store.octavo-spa.com/help/tradelaw
",scraping error,OCTAVO株式会社,03-6447-5535,,,,
226,"https://items.good-news.co.jp/help/tradelaw
",success,株式会社グッドニュース,03-5614-5561,東京都,中央区,日本橋浜町2-20-6,花岡ビル
227,"https://woc.ac.jp/ec/help/tradelaw
",success,専門学校ワールドオプティカルカレッジ,086-272-5566,岡山県,岡山市中区,平井6,--11
228,"https://shop.cosmelift.jp/help/tradelaw
",scraping error,グリースホールディングス株式会社,03-5674-8888,,,,
229,"https://brickpick.jp/help/tradelaw
",scraping error,,03-6424-5768,東京都,大田区,南蒲田2-28-27,プリマヴェーラ蒲田2F
230,"https://order.jungold.jp/help/tradelaw
",success,株式会社RAIN,03-5830-3400,東京都,台東区,雷門2-11-9,木具定ビル3階
231,"https://yokohamaya.net/shop/help/tradelaw
",scraping error,株式会社ヨコハマヤ,0467-46-5849,,,,
232,"https://www.hakata-kozuki.com/shop/help/tradelaw
",scraping error,株式会社office nine,092-732-5868,,,,
233,"https://www.hakata-kozuki.com/shop/help/tradelaw
",scraping error,株式会社office nine,092-732-5868,,,,
234,"https://just-shelf.jp/help/tradelaw
",success,株式会社三英金属,075-921-6111,京都府,京都市南区,久世築山町351番地,
235,"http://shop.wembley71.com/help/tradelaw
",success,株式会社Cavern,03-6881-6285,東京都,渋谷区,幡ヶ谷2-52-3,
236,"https://ace-k.shop/help/tradelaw
",都道府県抜け,有限会社エース工房,06-6375-8472,,大阪市北区,本庄西2-14-4,
237,"https://shop.bulldons.com/help/tradelaw
",success,株式会社BULLDON'S,03-6379-7941,東京都,世田谷区,上北沢4-16-7,
238,"https://store.so-graceclinic.com/help/tradelaw
",scraping error,住所,03-6408-0480,,,,
239,"https://www.pcstore.jp/help/tradelaw
",success,株式会社ネクステージ,06-6599-8191,大阪府,大阪市浪速区,日本橋5丁目14-10,
240,"https://beticrom.jp/help/tradelaw
",scraping error,代表責任者,,,,電話番号,
241,"https://shop.digixweb.com/help/tradelaw
",scraping error,株式会社デジックス,092-511-6662,,,,
242,"https://canary-coffee.com/help/tradelaw
",scraping error,株式会社シーアンドシー,,群馬県,高崎市,筑縄町382,-2
243,"https://gyouza.co.jp/shop/help/tradelaw
",scraping error,株式会社丸正,06-6909-8077,,,,
244,"https://shop.nikunoiijima.co.jp/so-zai/help/tradelaw
",success,株式会社イイジマ,029-247-7002,茨城県,水戸市,元吉田町273-6,
245,"https://sukiyaki-ramen.com/help/tradelaw
",scraping error,株式会社Suwa,0886027088,,,,
246,"https://shop.1roomseitaiin.jp/help/tradelaw
",success,1room整体院,03-4500-7251,東京都,板橋区,成増1丁目23,-19 クロスロード a室
247,"https://kaneto.ec-cube.shop/help/tradelaw
",success,株式会社カネト平田商店,054-628-7437,静岡県,焼津市,八楠4丁目13,-7
248,"https://2nd.ajinomise-ichiban.com/help/tradelaw
",scraping error,有限会社大阪フーズ,072-242-7556,,,,
249,"https://www.confidence2011.jp/help/about/tradelaw
",scraping error,TEL: 024-973-7808,024-973-7808,,,,
250,"https://tonbi-ec.jp/help/tradelaw
",success,株式会社SQUARE,06-6455-8014,大阪府,大阪市福島区,福島5-14-8,
251,"https://shop.sumire-rose.com/help/tradelaw
",scraping error,SUMIRE 服部英美,058-215-8245,,,,
252,"https://www.mush-hiro.com/help/tradelaw
",success,ムッシュ・ヒロ株式会社,0669698754,大阪府,大阪市城東区,東中浜8丁目3番28号,
253,"https://shop.all-create.com/help/tradelaw
",success,株式会社オールクリエイト,045-367-8363,神奈川県,横浜市港南区,港南中央通8-1,桜道ヒル107
254,"https://www.altra-online.com/help/about/tradelaw
",scraping error,TEL: 076-223-8556,076-223-8556,,,,
255,"https://tukisapputorico.com/shopping/help/tradelaw
",都道府県抜け,株式会社青野,011-851-8564,,札幌市豊平区,月寒東3,条16丁目5ー21
256,"https://tukisapputorico.com/shopping/help/tradelaw
",都道府県抜け,株式会社青野,011-851-8564,,札幌市豊平区,月寒東3,条16丁目5ー21
257,"https://shishiniku.com/help/tradelaw
",success,株式会社アソビヤ,0957-56-8666,長崎県,東彼杵郡,東彼杵町駄地郷187,
258,"http://kuroshio-ichiba.shop/help/tradelaw
",success,株式会社黒潮市場,096-356-8666,熊本県,熊本市西区,八島町728-32,
259,"https://store.blare.jp/help/tradelaw
",scraping error,Blare 英 恵太,0834-21-8723,,,,
260,"https://shop.njs.info/help/tradelaw
",scraping error,長野自動車,075-841-3311,,,,
261,"https://honkino-ebi-fry.com/help/tradelaw
",scraping error,株式会社しょうき企画,092-586-8833,,,,
262,"https://metoo-ec.com/help/tradelaw
",scraping error,株式会社アイドゥーコーポレーション,082-298-9010,,,,
263,"https://metoo-ec.com/help/tradelaw
",scraping error,株式会社アイドゥーコーポレーション,082-298-9010,,,,
264,"http://shop.karin-jp.com/help/tradelaw
",scraping error,華琳株式会社,03-6666-9179,,,,
265,"http://koishiwara-takumi4.com/help/tradelaw
",scraping error,株式会社M&Sアライアンス,092-791-9274,,,,
266,"https://shop.kawarasenbei.jp/help/tradelaw
",scraping error,株式会社宗家くつわ堂,087-851-9280,,,,
267,"https://shop.kawarasenbei.jp/help/tradelaw
",scraping error,株式会社宗家くつわ堂,087-851-9280,,,,
268,"https://tome-kaihatsu.com/shop/help/tradelaw
",success,株式会社みやぎ登米開発,0220-23-9311,宮城県,登米市,東和町米谷字元町166,
269,"https://www.trajam.com/help/tradelaw
",success,株式会社Jam,092-586-9552,福岡県,春日市,松ケ丘4-10,
270,"https://www.dragontough.co.jp/help/tradelaw
",scraping error,株式会社DragonTough,,,,電話番号,
